Coin,sentiment,fills,accounts,symbols,notional_usd,avg_notional_usd,gross_closed_pnl,total_fees,net_pnl,closed_fills,reducing_position_rate,closed_win_rate,avg_closed_pnl,median_closed_pnl,net_pnl_per_1k_notional
HYPE,Neutral,17324,12,1,27570986.89,1591.490815631494,300100.241102,5773.017698,294327.223404,8538,49.22073424151466,83.80182712579058,35.14877501780276,3.2997699999999996,10.675251654149257
HYPE,Greed,6769,9,1,11751723.2,1736.109203722854,166307.640065,2476.147706,163831.492359,2770,40.818436992170184,90.7942238267148,60.03885922924188,6.716495,13.941061201901013
HYPE,Extreme Greed,5683,11,1,10086789.0,1774.9056836178074,159686.556509,1641.702365,158044.854144,2405,42.31919760689776,97.006237006237,66.3977365941788,14.378895,15.668500069149857
HYPER,Greed,31,1,1,119127.13,3842.8106451612903,874.4737,18.802759000000002,855.670941,29,93.54838709677419,100.0,30.15426551724138,16.77624,7.18283854399917
ILV,Neutral,1,1,1,221.93,221.93,-0.04207,0.077673,-0.11974300000000002,1,100.0,0.0,-0.04207,-0.04207,-0.5395530122110576
ILV,Greed,56,2,1,126116.68000000001,2252.0835714285718,541.473982,31.617411,509.856571,28,50.0,96.42857142857143,19.3383565,7.8292019999999996,4.0427370194013985
ILV,Extreme Greed,102,3,1,193374.91,1895.8324509803922,4767.672843,17.535771,4750.1370719999995,53,59.80392156862745,69.81132075471697,89.95609137735849,55.55504,24.564391895515296
IMX,Neutral,1,1,1,217.62,217.62,4.30904,0.076168,4.232872,1,100.0,100.0,4.30904,4.30904,19.450749012039335
IMX,Greed,16,4,1,7952.64,497.04,465.67249999999996,1.940783,463.731717,10,62.5,100.0,46.567249999999994,6.5182199999999995,58.31166970968131
IMX,Extreme Greed,36,2,1,3054.8,84.85555555555555,70.2345,1.069155,69.165345,21,58.333333333333336,95.23809523809523,3.3445,1.727274,22.6415297237135
INIT,Greed,31,1,1,49061.87,1582.6409677419356,364.5007,10.835395,353.66530500000005,15,48.38709677419355,100.0,24.300046666666667,12.71124,7.208557378673092
INJ,Greed,32,2,1,135836.97,4244.9053125,3018.616524,1.8910120000000001,3016.725512,23,71.875,100.0,131.24419669565216,16.8922,22.20842758786507
INJ,Extreme Greed,126,3,1,211965.66999999998,1682.267222222222,2901.161874,16.696844,2884.46503,81,64.28571428571429,96.29629629629629,35.816813259259256,3.595746,13.608170747649844
IO,Extreme Fear,2,1,1,443.53,221.765,0.07364,0.15523599999999999,-0.081596,1,50.0,100.0,0.07364,0.07364,-0.18396951728180735
IO,Fear,3,1,1,665.45,221.8166666666667,0.0,0.232907,-0.232907,0,0.0,,,,-0.34999924862874743
IO,Neutral,9,1,1,845.25,93.91666666666667,42.11446,0.295825,41.818635,9,100.0,100.0,4.679384444444445,3.02682,49.474871339840284
IO,Greed,281,2,1,213639.98,760.2846263345197,-21747.847017,70.179104,-21818.026121,93,33.096085409252666,38.70967741935484,-233.84781738709677,-43.680165,-102.12520203849485
IO,Extreme Greed,57,2,1,37387.46,655.920350877193,-188.251601,12.688358,-200.93995900000002,27,47.368421052631575,44.44444444444444,-6.9722815185185185,-0.98766,-5.374528224169281
IOTA,Greed,7,1,1,12495.93,1785.1328571428571,-2.454844,4.373569,-6.828413,3,42.857142857142854,0.0,-0.8182813333333333,-0.390833,-0.5464509644340197
IP,Extreme Fear,12,1,1,67680.86,5640.071666666667,311.5344,6.497352,305.03704799999997,11,91.66666666666666,100.0,28.321309090909093,9.84,4.506991311871627
IP,Fear,332,4,1,288193.65,868.0531626506025,1774.5243839999998,33.292661,1741.231723,176,53.01204819277109,93.18181818181817,10.082524909090909,6.4457305,6.041880947064587
IP,Neutral,125,4,1,121464.36,971.71488,957.22932,21.158878,936.0704420000001,80,64.0,100.0,11.9653665,3.06,7.706544059508485
JELLY,Extreme Fear,83,1,1,123645.43000000001,1489.7039759036145,3218.978582,22.50174,3196.476842,80,96.3855421686747,100.0,40.237232275000004,27.469160000000002,25.8519610631788
JELLY,Fear,461,1,1,804465.14,1745.0436876355748,12382.990255,119.358938,12263.631317000001,427,93.49240780911063,85.01170960187353,28.99997717798595,11.132604,15.244453373082147
JELLY,Neutral,240,1,1,501672.58,2090.302416666667,3539.484892,80.820161,3458.664731,218,90.83333333333333,79.81651376146789,16.2361692293578,10.504386,6.894267035682914
JELLY,Greed,136,1,1,521285.99,3832.9852205882353,10668.04374,90.702973,10577.340767,117,86.02941176470588,100.0,91.17986102564102,41.05904,20.29085947044155
JELLY,Extreme Greed,72,1,1,242902.17,3373.64125,5384.218774999999,27.727819,5356.490956,69,95.83333333333334,100.0,78.03215615942028,17.15994,22.052050650679654
JTO,Extreme Fear,3,1,1,1984.63,661.5433333333334,14.451904,0.666832,13.785072000000001,1,33.33333333333333,100.0,14.451904,14.451904,6.94591535953805
JTO,Fear,4,1,1,1084.6399999999999,271.15999999999997,22.476,0.379621,22.096379,1,25.0,100.0,22.476,22.476,20.372085668977725
JTO,Neutral,44,2,1,158788.16,3608.8218181818183,-1116.809707,40.649954,-1157.459661,37,84.0909090909091,75.67567567567568,-30.184046135135134,1.348426,-7.28933228396878
JTO,Greed,82,3,1,193505.97,2359.828902439024,8487.932974,62.829309,8425.103665,33,40.243902439024396,87.87878787878788,257.2100901212121,160.463413,43.53924411221008
JTO,Extreme Greed,1,1,1,554.62,554.62,0.0,0.194115,-0.194115,0,0.0,,,,-0.34999639392737375
JUP,Extreme Fear,9,2,1,6715.56,746.1733333333334,17.45184,2.256418,15.195421999999999,2,22.22222222222222,100.0,8.72592,8.72592,2.2627185223570336
JUP,Fear,67,3,1,78521.86,1171.9680597014926,-2824.07741,25.183559,-2849.2609689999995,35,52.23880597014925,94.28571428571428,-80.68792599999999,17.2992,-36.28621340605023
JUP,Neutral,11,1,1,5413.47,492.1336363636364,134.531822,1.894705,132.63711700000002,5,45.45454545454545,100.0,26.9063644,19.03599,24.50131191269186
JUP,Greed,288,3,1,1112463.75,3862.7213541666665,43234.079594,372.291273,42861.788321,160,55.208333333333336,95.0,270.2129974625,34.0209895,38.528705605913004
JUP,Extreme Greed,269,3,1,293835.76,1092.32624535316,2347.237471,86.523129,2260.7143419999998,104,38.66171003717472,99.03846153846155,22.56959106730769,14.189527,7.693802626337923
KAITO,Extreme Fear,105,4,1,309112.8,2943.9314285714286,5172.473377,94.465122,5078.008255000001,63,60.0,98.4126984126984,82.10275201587302,135.288912,16.427686770007586
KAITO,Fear,153,4,1,455081.36,2974.387973856209,-14900.55358,96.564595,-14997.118175,69,45.09803921568628,1.4492753623188406,-215.95005188405796,-17.614746,-32.95480653173753
KAITO,Neutral,43,4,1,39167.49,910.8718604651162,879.870453,10.900226,868.970227,27,62.7906976744186,100.0,32.587794555555554,13.7965,22.186007502650796
KAITO,Greed,134,2,1,94551.33,705.6069402985074,113.068789,10.723767,102.345022,14,10.44776119402985,100.0,8.076342071428572,4.2687825,1.0824281583347373
LAYER,Fear,149,2,1,203388.05,1365.0204697986576,13189.0,20.260736,13168.739264,13,8.724832214765101,100.0,1014.5384615384615,515.6899,64.74686818620859
LAYER,Neutral,143,4,1,602673.94,4214.503076923076,7307.4351,182.411,7125.0241,66,46.15384615384615,77.27272727272727,110.71871363636363,70.511435,11.822353062088599
LAYER,Greed,186,1,1,254006.86,1365.6282795698924,0.0,57.241456,-57.241456,0,0.0,,,,-0.22535397666031542
LDO,Extreme Fear,4,2,1,1721.56,430.39,0.0,0.581554,-0.581554,0,0.0,,,,-0.3378064081414531
LDO,Fear,15,2,1,5625.8,375.05333333333334,36.630072,1.941113,34.688959000000004,6,40.0,100.0,6.105011999999999,2.005463,6.166049095239789
LDO,Neutral,9,1,1,4520.39,502.2655555555556,85.906066,1.582135,84.32393099999999,8,88.88888888888889,100.0,10.73825825,6.417452,18.654127409360694
LDO,Greed,21,2,1,7750.85,369.08809523809526,15.493535999999999,2.712787,12.780748999999995,5,23.809523809523807,80.0,3.0987071999999998,5.3751,1.6489480508589374
LDO,Extreme Greed,60,3,1,15658.79,260.9798333333334,168.892297,5.095447,163.79685,28,46.666666666666664,100.0,6.031867750000001,2.755068,10.460377206667948
LINK,Extreme Fear,8,1,1,3745.96,468.245,0.0,1.114971,-1.114971,0,0.0,,,,-0.29764626424201
LINK,Fear,66,3,1,53657.21,812.9880303030303,3813.926135,13.132322,3800.793813,32,48.484848484848484,84.375,119.18519171875,23.182525,70.83472683354202
LINK,Neutral,39,2,1,15026.65,385.2987179487179,189.49091900000002,4.300511,185.19040800000002,22,53.84615384615385,100.0,8.613223590909092,3.6669265,12.324131326676273
LINK,Greed,131,4,1,352831.28,2693.3685496183207,487.77298,95.306776,392.466204,51,38.16793893129771,84.31372549019608,9.564176078431373,5.907668,1.1123339291232908
LINK,Extreme Greed,111,3,1,18711.59,168.57288288288288,109.90836,6.236579,103.67178100000001,66,59.45945945945946,89.39393939393939,1.6652781818181819,2.03852,5.540511575980449
LISTA,Neutral,2,1,1,1994.73,997.365,4.46974,0.6702250000000001,3.7995150000000004,1,50.0,100.0,4.46974,4.46974,1.9047765863049135
LOOM,Neutral,3,1,1,750.33,250.11,0.0,0.187582,-0.187582,0,0.0,,,,-0.24999933362653762
LOOM,Extreme Greed,2,1,1,965.39,482.695,215.057055,0.337884,214.71917100000002,2,100.0,100.0,107.5285275,107.5285275,222.41702420783312
LTC,Extreme Fear,6,1,1,20055.76,3342.6266666666666,0.0,7.0195170000000005,-7.0195170000000005,0,0.0,,,,-0.35000004986098765
LTC,Fear,10,2,1,17944.37,1794.437,3164.3138000000004,5.435782000000001,3158.878018,8,80.0,100.0,395.53922500000004,132.6682,176.0372762041799
LTC,Neutral,3,1,1,347.93,115.97666666666667,16.43157,0.121775,16.309795,3,100.0,100.0,5.47719,6.079766,46.87665622395309
LTC,Greed,13,1,1,992.7,76.36153846153846,22.68381,0.347435,22.336375,8,61.53846153846154,100.0,2.83547625,2.418765,22.500629596051173
LTC,Extreme Greed,159,2,1,303876.79,1911.1747798742138,2422.714344,64.053015,2358.661329,93,58.490566037735846,100.0,26.050691870967743,4.501845,7.761900239238411
MANTA,Greed,9,2,1,9796.98,1088.5533333333333,179.92768999999998,1.1201940000000001,178.807496,4,44.44444444444444,100.0,44.981922499999996,26.485665,18.251287233412747
MANTA,Extreme Greed,87,2,1,68306.92,785.1370114942529,1303.721216,0.676453,1303.044763,50,57.47126436781609,82.0,26.07442432,1.3556655,19.076321447373125
MATIC,Greed,30,1,1,195635.19,6521.173,-246.629659,48.908787,-295.53844599999996,13,43.333333333333336,30.76923076923077,-18.971512230769232,-1.95756,-1.510660970554428
MATIC,Extreme Greed,8,1,1,35927.340000000004,4490.9175000000005,915.560676,8.741364,906.819312,6,75.0,100.0,152.593446,26.73634,25.2403688110503
MAV,Neutral,2,1,1,21.049999999999997,10.524999999999999,0.0189,0.007071,0.011829,1,50.0,100.0,0.0189,0.0189,0.5619477434679335
MAVIA,Fear,80,1,1,139694.64,1746.1830000000002,3204.974292,20.58265,3184.391642,70,87.5,100.0,45.78534702857143,17.418194999999997,22.795374554098853
MAVIA,Neutral,132,2,1,111295.1,843.1446969696971,1395.255089,14.015727,1381.239362,86,65.15151515151516,100.0,16.22389638372093,3.0726,12.410603539598778
MAVIA,Greed,70,2,1,60744.86,867.7837142857143,1855.514424,8.410821,1847.103603,68,97.14285714285714,100.0,27.28697682352941,12.060358,30.407570335992215
MAVIA,Extreme Greed,16,1,1,33960.149999999994,2122.5093749999996,1801.5562400000001,0.537393,1801.018847,11,62.5,100.0,163.77784,22.18,53.0333007068579
ME,Fear,180,2,1,78358.19,435.3232777777778,13858.127604000001,8.46423,13849.663374,165,91.66666666666666,78.18181818181819,83.98865214545455,35.032184,176.74812771964233
ME,Neutral,130,2,1,40153.64,308.87415384615383,-3278.346756,12.287295,-3290.634051,32,24.615384615384617,50.0,-102.448336125,-4.565316,-81.95107718752273
ME,Greed,154,3,1,180909.6,1174.7376623376624,5407.838932,20.9278,5386.911132,24,15.584415584415584,100.0,225.32662216666665,62.508624,29.776811910479047
ME,Extreme Greed,24,2,1,16783.94,699.3308333333333,24.280158,2.056006,22.224152,2,8.333333333333332,100.0,12.140079,12.140079,1.3241319976120032
MELANIA,Extreme Fear,446,5,1,862551.92,1933.9729147982064,97379.167198,127.55147699999999,97251.61572100001,350,78.47533632286996,100.0,278.2261919942857,119.061542,112.74870934262138
MELANIA,Fear,1985,6,1,3477530.64,1751.904604534005,196849.124287,362.442808,196486.681479,595,29.974811083123427,99.49579831932773,330.8388643478992,59.503329,56.50178296603016
MELANIA,Neutral,500,4,1,777533.75,1555.0675,41298.450046,143.248008,41155.202037999996,100,20.0,99.0,412.98450046,120.345673,52.930438116673386
MELANIA,Greed,1231,1,1,1468082.55,1192.5934606011374,73550.500324,256.222121,73294.278203,1017,82.6157595450853,83.57915437561455,72.32104259980333,8.575136,49.92517498624311
MELANIA,Extreme Greed,266,6,1,455011.58999999997,1710.569887218045,-18726.171999,120.924128,-18847.096127,149,56.015037593984964,50.33557046979866,-125.67900670469797,0.066006,-41.42113418913132
MEME,Fear,14,2,1,6441.82,460.13,-115.671181,1.582267,-117.25344799999999,8,57.14285714285714,25.0,-14.458897625,-11.846146000000001,-18.201913123930815
MEME,Neutral,4,2,1,3056.5699999999997,764.1424999999999,163.009986,0.786154,162.22383200000002,3,75.0,100.0,54.336662,63.4578,53.07381542055312
MEME,Greed,18,3,1,72640.89,4035.605,839.063101,8.066637,830.9964640000001,12,66.66666666666666,100.0,69.92192508333333,21.284865,11.43978913253954
MEME,Extreme Greed,71,3,1,91759.01000000001,1292.3804225352114,3570.798514,9.813024,3560.98549,33,46.478873239436616,100.0,108.20601557575758,39.9916,38.808019942673745
MERL,Greed,2,1,1,96.53,48.265,-3.17364,0.020469,-3.1941089999999996,1,50.0,0.0,-3.17364,-3.17364,-33.089288304154145
MEW,Neutral,1,1,1,217.56,217.56,4.398952,0.076145,4.322807,1,100.0,100.0,4.398952,4.398952,19.869493473064903
MEW,Greed,2,1,1,443.99,221.995,0.0,0.155393,-0.155393,0,0.0,,,,-0.34999211693957066
MEW,Extreme Greed,9,2,1,643.76,71.52888888888889,28.063128,0.22530899999999998,27.837819000000003,6,66.66666666666666,100.0,4.677188,2.117727,43.24254225177085
MINA,Greed,8,1,1,12246.55,1530.81875,198.7045,0.21217700000000003,198.492323,7,87.5,100.0,28.386357142857143,23.1684,16.20801964634938
MKR,Extreme Fear,13,1,1,3377.58,259.81384615384616,47.91373,1.182146,46.731584000000005,10,76.92307692307693,80.0,4.791373,3.9123,13.835818544638471
MKR,Fear,25,2,1,11874.119999999999,474.96479999999997,1333.4571,1.404599,1332.0525010000001,24,96.0,100.0,55.5607125,48.543,112.18115540351624
MKR,Neutral,35,2,1,9150.32,261.43771428571426,29.645515,1.833901,27.811614,16,45.714285714285715,100.0,1.8528446875,1.384715,3.039414359279238
MKR,Greed,22,2,1,7232.94,328.77,5.263168,0.820076,4.443092,2,9.090909090909092,100.0,2.631584,2.631584,0.6142857537875331
MNT,Extreme Greed,8,1,1,1340.22,167.5275,-21.057177,0.46907299999999996,-21.526249999999997,3,37.5,33.33333333333333,-7.0190589999999995,-7.627422,-16.06172867141215
MOODENG,Fear,2,1,1,435.5,217.75,8.497446,0.152424,8.345021999999998,1,50.0,100.0,8.497446,8.497446,19.161933409873704
MOODENG,Neutral,2,1,1,215.10999999999999,107.55499999999999,6.84105,0.075287,6.765763000000001,2,100.0,100.0,3.420525,3.420525,31.452573102133798
MOODENG,Greed,6,1,1,1483.21,247.20166666666668,68.127641,0.51912,67.608521,1,16.666666666666664,100.0,68.127641,68.127641,45.58256821353685
MOODENG,Extreme Greed,97,3,1,159822.65,1647.6561855670102,16083.882211,55.596971,16028.285240000001,52,53.608247422680414,69.23076923076923,309.3054271346154,7.3016185,100.28794566977837
MORPHO,Extreme Fear,10,1,1,1565.3799999999999,156.53799999999998,25.30602,0.547879,24.758141000000002,9,90.0,100.0,2.81178,2.36371,15.81605808174373
MORPHO,Extreme Greed,30,2,1,67918.48,2263.949333333333,396.56499299999996,20.578169,375.986824,20,66.66666666666666,100.0,19.828249649999997,16.690249,5.53585451264516
MOVE,Fear,85,2,1,122340.58,1439.3009411764706,2656.591555,16.719844,2639.8717110000002,80,94.11764705882352,100.0,33.2073944375,11.669319999999999,21.578054567012842
MOVE,Neutral,5,1,1,3101.7,620.3399999999999,0.5021180000000001,0.697817,-0.19569899999999996,3,60.0,100.0,0.1673726666666667,0.047632,-0.06309410968178739
MOVE,Greed,30,2,1,5023.42,167.44733333333335,-105.56743700000001,1.75818,-107.32561700000001,8,26.666666666666668,75.0,-13.195929625000002,3.648417,-21.365049508104043
MOVE,Extreme Greed,2,1,1,512.86,256.43,11.3683,0.1795,11.1888,2,100.0,100.0,5.68415,5.68415,21.816480131029913
MYRO,Neutral,1,1,1,219.62,219.62,2.28114,0.076867,2.204273,1,100.0,100.0,2.28114,2.28114,10.036758947272562
MYRO,Greed,1,1,1,221.9,221.9,0.0,0.077666,-0.077666,0,0.0,,,,-0.35000450653447496
MYRO,Extreme Greed,13,1,1,46780.82,3598.5246153846156,51.19653,-0.935611,52.132141000000004,12,92.3076923076923,100.0,4.2663775,4.4384,1.1143913467100406
NEAR,Neutral,2,1,1,218.43,109.215,3.2119500000000003,0.07644799999999999,3.1355020000000002,2,100.0,100.0,1.6059750000000002,1.6059750000000002,14.354722336675366
NEAR,Greed,34,3,1,101737.81,2992.2885294117646,1073.254531,12.957259,1060.297272,29,85.29411764705883,100.0,37.00877693103448,19.070073,10.421860584575194
NEAR,Extreme Greed,187,3,1,711050.52,3802.4091978609626,12881.069498,21.387254,12859.682244,170,90.9090909090909,100.0,75.77099704705883,20.13996,18.085469150630814
NEIROETH,Greed,1,1,1,221.93,221.93,0.0,0.077675,-0.077675,0,0.0,,,,-0.3499977470373541
NEIROETH,Extreme Greed,1,1,1,187.77,187.77,34.161578,0.065718,34.09586,1,100.0,100.0,34.161578,34.161578,181.58310699259732
NIL,Neutral,226,2,1,481868.22,2132.1602654867256,-3175.273635,159.411132,-3334.6847669999997,86,38.05309734513274,19.767441860465116,-36.92178645348837,-21.523056,-6.920325160683973
NTRN,Neutral,7,1,1,10187.9,1455.4142857142856,187.309212,1.4668670000000001,185.842345,4,57.14285714285714,100.0,46.827303,19.639914,18.24147714445568
NTRN,Greed,72,2,1,180694.95,2509.6520833333334,1098.313553,29.033626,1069.279927,53,73.61111111111111,79.24528301886792,20.722897226415093,14.8335,5.917597182433709
NTRN,Extreme Greed,20,2,1,57489.45,2874.4725,316.13639,7.652381,308.484009,13,65.0,100.0,24.318183846153847,21.2375,5.365923817326484
OGN,Neutral,258,1,1,58247.64,225.7660465116279,1752.668422,12.329002000000001,1740.33942,257,99.6124031007752,100.0,6.819721486381323,3.751332,29.878282107223573
OM,Extreme Fear,5,1,1,2518.98,503.796,0.0,0.8816390000000001,-0.8816390000000001,0,0.0,,,,-0.34999841205567334
OM,Fear,25,2,1,6723.96,268.9584,106.321217,2.121882,104.19933499999999,18,72.0,88.88888888888889,5.906734277777778,3.6295409999999997,15.4967214260644
OM,Neutral,13,1,1,4726.01,363.5392307692308,-881.40554,1.6541,-883.0596400000001,10,76.92307692307693,90.0,-88.140554,1.28506,-186.85098846595756
ONDO,Extreme Fear,14,1,1,14989.49,1070.6778571428572,0.0,4.49684,-4.49684,0,0.0,,,,-0.2999995330061263
ONDO,Fear,526,2,1,326810.24,621.3122433460076,6759.386169,41.197999,6718.188169999999,212,40.3041825095057,100.0,31.883897023584908,1.4364050000000002,20.556847208949144
ONDO,Neutral,435,2,1,342011.77999999997,786.2339770114942,1225.839495,40.663697,1185.175798,119,27.35632183908046,100.0,10.301172226890756,2.375695,3.46530694936882
ONDO,Greed,185,4,1,573064.99,3097.6485945945947,9830.81453,62.033621,9768.780909000001,129,69.72972972972973,96.12403100775194,76.2078645736434,19.55046,17.04654983198328
ONDO,Extreme Greed,303,2,1,469705.59,1550.1834653465348,6754.784711,23.816528,6730.968183,260,85.8085808580858,97.6923076923077,25.979941196153845,10.70184,14.330185389107248
OP,Extreme Fear,12,2,1,20643.079999999998,1720.2566666666664,18.778959999999998,2.365071,16.413888999999998,2,16.666666666666664,100.0,9.389479999999999,9.389479999999999,0.7951279072696517
OP,Fear,58,2,1,82206.94,1417.3610344827587,5562.348608,8.717012,5553.631596,26,44.827586206896555,100.0,213.93648492307693,47.072028,67.55672448092582
OP,Neutral,26,2,1,30485.25,1172.5096153846155,82.364683,6.357325,76.007358,8,30.76923076923077,87.5,10.295585375,8.9145795,2.4932502767731934
OP,Greed,11,1,1,3461.13,314.64818181818185,6.306648,1.211389,5.095259,1,9.090909090909092,100.0,6.306648,6.306648,1.4721374233270639
OP,Extreme Greed,66,2,1,203630.17,3085.3056060606064,2408.498068,24.510328,2383.98774,58,87.87878787878788,100.0,41.52582875862069,5.88,11.707438735625473
ORDI,Greed,14,1,1,4264.06,304.5757142857143,63.69578,1.326215,62.369565,10,71.42857142857143,100.0,6.369578,3.2040555,14.62680285924682
ORDI,Extreme Greed,25,1,1,15501.54,620.0616,35.897842,5.425528,30.472314,9,36.0,100.0,3.9886491111111106,3.1239,1.9657604341246095
PAXG,Extreme Fear,510,1,1,1285122.33,2519.8477058823532,588.9560720000001,158.137642,430.81843,201,39.411764705882355,97.01492537313433,2.9301297114427864,0.67518,0.3352353468171392
PAXG,Fear,522,1,1,971178.65,1860.4954980842913,-240.48984000000002,192.549105,-433.038945,51,9.770114942528735,23.52941176470588,-4.71548705882353,-0.44682,-0.4458900996227625
PAXG,Neutral,233,1,1,791035.41,3395.0017596566527,-19037.340561,218.127806,-19255.468367,233,100.0,0.0,-81.70532429613735,-19.400279,-24.34210671681562
PENDLE,Extreme Fear,125,1,1,63979.8,511.83840000000004,-1129.6645899999999,21.421897,-1151.086487,59,47.199999999999996,47.45762711864407,-19.146857457627117,-1.435906,-17.991404896545472
PENDLE,Fear,328,2,1,143888.76,438.685243902439,4171.514997,43.34946,4128.165537,181,55.1829268292683,100.0,23.047044182320445,12.225708,28.689979238128117
PENDLE,Neutral,228,1,1,76005.64,333.35807017543857,2247.635948,22.307164,2225.328784,125,54.824561403508774,100.0,17.981087584,6.397824,29.278469124133416
PENDLE,Greed,375,3,1,267669.02999999997,713.7840799999999,1328.211087,57.236468,1270.974619,161,42.93333333333334,78.88198757763976,8.249758304347825,2.643017,4.748306589671581
PENDLE,Extreme Greed,109,2,1,68217.04000000001,625.8444036697249,1094.912296,4.149871,1090.762425,68,62.38532110091744,98.52941176470588,16.101651411764706,4.018444000000001,15.989588891573128
PENGU,Extreme Fear,3,1,1,554.72,184.90666666666667,0.0,0.19415300000000002,-0.19415300000000002,0,0.0,,,,-0.3500018027112778
PENGU,Fear,138,3,1,253735.81,1838.6652898550724,-2343.760791,57.394617000000004,-2401.155408,99,71.73913043478261,20.2020202020202,-23.674351424242428,-1.7,-9.463210604762489
PENGU,Neutral,103,3,1,179157.2,1739.390291262136,1199.141133,62.261405,1136.8797280000001,79,76.69902912621359,96.20253164556962,15.179001683544305,7.137636,6.345710515681201
PENGU,Greed,361,5,1,465393.48,1289.1786149584486,5020.278249,122.556864,4897.721385,190,52.63157894736842,98.94736842105263,26.4225171,4.55851,10.523828965115712
PENGU,Extreme Greed,322,4,1,113307.75,351.8874223602484,1341.682675,28.435451,1313.247224,129,40.06211180124223,75.1937984496124,10.400640891472868,3.617362,11.590091798663373
PEOPLE,Neutral,1,1,1,499.92,499.92,0.0,0.124981,-0.124981,0,0.0,,,,-0.2500020003200512
PEOPLE,Extreme Greed,1,1,1,860.57,860.57,360.646005,0.215142,360.430863,1,100.0,100.0,360.646005,360.646005,418.82805930952736
PIXEL,Greed,7,1,1,8328.57,1189.7957142857142,94.69460000000001,-0.166568,94.861168,3,42.857142857142854,33.33333333333333,31.56486666666667,-11.11633,11.389850598602163
PIXEL,Extreme Greed,16,1,1,26511.21,1656.950625,311.2,-0.530222,311.730222,15,93.75,100.0,20.746666666666666,11.9812,11.758430565787076
PNUT,Extreme Fear,1,1,1,545.21,545.21,1855.649224,0.02726,1855.621964,1,100.0,100.0,1855.649224,1855.649224,3403.4995029438196
PNUT,Neutral,10,1,1,80386.36,8038.636,984.738976,17.964121,966.774855,1,10.0,100.0,984.738976,984.738976,12.026603207310295
PNUT,Greed,495,5,1,775681.98,1567.034303030303,9491.958606,177.150765,9314.807841,402,81.21212121212122,100.0,23.61183732835821,1.2814425,12.008539686586506
PNUT,Extreme Greed,80,2,1,105009.27,1312.615875,2512.6175749999998,33.612897000000004,2479.004678,59,73.75,93.22033898305084,42.58673855932203,13.48237,23.607484158303354
POLYX,Extreme Greed,14,1,1,32669.5,2333.535714285714,618.133683,3.13626,614.9974229999999,13,92.85714285714286,100.0,47.548744846153845,16.20567,18.824818959580032
POPCAT,Extreme Fear,1,1,1,221.76,221.76,0.0,0.077616,-0.077616,0,0.0,,,,-0.35000000000000003
POPCAT,Fear,114,3,1,165556.96,1452.2540350877193,1887.9196800000002,49.597998,1838.321682,42,36.84210526315789,59.523809523809526,44.95046857142857,0.8384625,11.103862271933478
POPCAT,Neutral,472,3,1,271116.73,574.3998516949152,-38.261680999999925,68.37766,-106.63934099999997,218,46.186440677966104,40.36697247706422,-0.17551229816513728,-3.3806890000000003,-0.39333367955566584
POPCAT,Greed,551,3,1,361826.79,656.6729401088929,-9816.412248,70.987512,-9887.39976,386,70.05444646098003,13.730569948186528,-25.431119813471504,-27.358703,-27.326334127995334
POPCAT,Extreme Greed,14,2,1,4734.61,338.18642857142856,44.572378,1.657105,42.91527299999999,8,57.14285714285714,50.0,5.57154725,5.3205775,9.064162201321755
PROMPT,Fear,79,1,1,102713.27,1300.1679746835443,488.15346999999997,19.558953,468.594517,76,96.20253164556962,48.68421052631579,6.42307197368421,-0.05612,4.562161413028716
PROMPT,Neutral,10,1,1,7002.43,700.243,-95.33896,1.563628,-96.902588,5,50.0,0.0,-19.067792,-18.2267,-13.838422947462522
PROMPT,Greed,36,1,1,121985.81,3388.494722222222,1985.161667,16.656894,1968.5047730000001,34,94.44444444444444,100.0,58.38710785294118,7.195189,16.137161961706855
PURR,Extreme Fear,11,2,1,1407.9099999999999,127.99181818181818,167.09084399999998,0.353518,166.737326,8,72.72727272727273,62.5,20.886355499999997,19.2056025,118.42896634017801
PURR,Fear,162,2,1,203091.46,1253.650987654321,4186.331753,23.173844,4163.157909,125,77.1604938271605,97.6,33.490654024,5.59,20.498931412477905
PURR,Neutral,136,2,1,120014.58,882.4601470588235,1023.002126,14.765146999999999,1008.236979,104,82.35294117647058,98.07692307692307,9.836558903846154,6.507,8.400954109075746
PURR,Greed,315,3,1,228581.51,725.6555873015873,3314.362879,35.729824,3278.6330550000002,174,55.23809523809524,86.20689655172413,19.048062522988506,5.57436,14.343386982612898
PURR,Extreme Greed,574,3,1,545496.64,950.3425783972126,18075.567600000002,63.867089,18011.700511,452,78.74564459930313,96.68141592920354,39.99019380530974,4.5305,33.01890275804448
PURR/USDC,Extreme Fear,80,3,1,46320.83,579.0103750000001,-4986.899736,170.801965,-5157.701701,36,45.0,11.11111111111111,-138.52499266666666,-45.002556,-111.34735066275799
PURR/USDC,Fear,175,5,1,158316.75,904.6671428571428,44.355076999999994,419.190086,-374.835009,14,9.142857142857142,100.0,3.1682197857142853,0.5120295,-2.3676269819839026
PURR/USDC,Neutral,189,3,1,103699.25,548.6732804232804,-12286.961953,93.433376,-12380.395328999999,127,70.8994708994709,2.3622047244094486,-96.74773191338582,-4.4772,-119.38751079684761
PURR/USDC,Greed,850,11,1,688536.26,810.0426588235295,14983.976218,692.60095,14291.375268,297,46.35294117647059,91.24579124579124,50.45109837710438,9.019142,20.75616942526745
